country,cases,deaths,meanAge,HIV.AIDS,Genital.herpes,Ascariasis,Malaria,Trichuriasis,Tuberculosis,popDen,rain,temp,GDPpc,PerUrb,HCexpend,invSimp,Hookworm,Schistosomiasis,Lymphatic.filariasis,IDBurd,tests,Diabetes,cardioDR,spatLag,reg,trans,PropOver 70,AirConnectivityIndex
Lesotho,4379,85,24.7,0.187166476,0.286993335,0.02264249,0,0.051435214,0.288332561,69.43781291,60.71625439,13.46854051,1137.160768,27.7386,1137.160768,4.544893,0.009744446,0,0,886561.5338,17833.44617,3.94,405.126,8549.048333,Afri,comm,4.925825825,0.05
Liberia,387,17,18,0.008011503,0.156307679,0.154972805,0.378951646,0.083174988,0.20373991,50.03090739,207.2174294,25.71297404,684.5848293,50.7074,684.5848293,7.891935,0.081369572,0.291265413,0.068171842,919868.9668,8935.605238,2.42,272.509,11448.985,Afri,comm,3.285693974,0.02
Libya,18174,287,25.8,2.27E-04,0.108734124,0.011615568,0,0.03078854,0.163869375,3.795632381,3.409302308,22.80773782,5938.576684,79.8244,5938.576684,4.249871,0.003217953,0.137783911,0,73990.28514,46359.41816,10.43,341.862,11691.36,EMed,comm,4.458238878,0.05
Lithuania,68847,1092,44.5,7.01E-04,0.165846491,0,0,0,0.185949609,44.72307577,55.26462994,7.280419231,16983.96583,67.5292,16983.96583,2.643048,0,0,0,32086.28288,137878.211,3.67,342.989,42089.57,Euro,comm,20.15841271,0.07
Luxembourg,82877,954,39.5,9.57E-04,0.116022538,0,0,0,0.078303623,250.1851852,78.70049942,9.932402372,108928.1788,90.714,108928.1788,2.293816,0,0,0,3673.991292,601322.37,4.42,128.275,52147.658,Euro,comm,14.27494888,0.12
Madagascar,699,10,20.3,0.001636081,0.20287188,0.035682204,0.059851213,0.031511418,0.231446865,45.13985562,117.923334,22.64507981,501.8687864,36.5246,501.8687864,5.997551,0.104139947,0.039241652,0.01671624,4249301.842,355.377,3.94,405.994,7105.9,Afri,comm,3.044064128,0.01
Malawi,1433,46,16.8,0.056862955,0.228010475,0.030134704,0.156542486,0.040646352,0.129878562,192.4407616,83.09760022,22.48867981,369.1806521,16.7288,369.1806521,6.417101,0.029908102,0.027048625,0.015163718,3261794.558,524.063,3.94,227.349,2162.332,Afri,comm,2.642024179,0.02
Malaysia,7587,28,29.2,0.001896133,0.154618367,0.0255799,9.89E-04,0.076324374,0.273203523,95.96282149,259.0780455,25.78142756,10564.76518,75.4286,10564.76518,3.564684,0.006653605,0,0.011598849,909322.8069,29250.713,16.74,260.942,2853.082,WPac,clust,6.920771309,0.04
Maldives,31281,102,29.5,3.41E-05,0.155950524,0.05108125,0,0.082515213,0.243722914,1718.986667,197.0833333,28.29134615,9744.751201,39.3818,9744.751201,4.044547,0.010076471,0,0.004607174,5358.372965,149262.993,9.19,164.905,9217.717143,SEAs,clust,3.641000239,0.02
Mali,404,17,16,0.005183012,0.149653647,0.175597282,0.11983914,0.053126316,0.198780113,15.63501586,26.59095843,28.88349519,827.2043904,41.5676,827.2043904,6.911123,0.068413624,0.025296869,0.008840099,5886245.748,7369.53881,2.42,268.024,1615.16,Afri,comm,2.495127818,0.02
Malta,43065,643,42.3,9.74E-04,0.120624722,0,0,0,0.084663933,1514.46875,35.1589416,19.50353654,27777.82338,94.546,27777.82338,2.289586,0,0,0,3440.811545,283106.281,8.83,168.711,25222.942,Euro,clust,20.81717275,0.06
Mauritania,3608,91,21,3.10E-04,0.156673558,0.042769161,0.078398193,0.05129411,0.175561001,4.272163578,8.235993237,28.41635737,1583.872509,52.8108,1583.872509,6.52399,0.075310534,0.028798045,0,371554.9454,1567.459,2.42,232.347,8701.74,Afri,comm,3.156243813,0.02
Mauritius,459,8,36.3,0.002730689,0.181711443,0.028646857,0,0.064598953,0.286333352,623.3019704,146.2398337,23.26766859,10346.91167,40.862,10346.91167,3.891203,0.006144794,0.377854547,0,21631.77858,42699.98965,22.02,224.644,11100.93,Afri,clust,11.99872723,0.01
Mexico,14986,1289,29.3,0.001864806,0.175219631,0.099056738,7.07E-05,0.052029156,0.27214932,64.91462641,62.21506167,21.18582436,9456.311625,79.8658,9456.311625,4.38985,0.021222009,0,0,1836730.458,6592.834,13.06,152.783,30049.3025,Amer,comm,7.416660604,0.05
Monaco,42427,510,55.4,7.71E-04,0.125964423,0,0,0,0.077044537,980.5484645,82.59121766,10.44399147,172346.5606,100,172346.5606,2.328892,0.004945046,0,0,404.3524602,292884.9812,5.46,128.543476,66576.06667,Euro,spor,NA,NA
Mongolia,632,1,29.8,1.31E-04,0.086692904,0.041473626,0,0.002806417,0.266565329,2.040608667,18.56879849,0.598240897,3944.595588,68.3756,3944.595588,3.293401,0.022132685,0,0,87367.5116,46094.434,4.82,460.043,8645.224,WPac,clust,4.189333452,0.03
Montenegro,104538,1334,39.6,1.48E-04,0.082942853,0,0,0,0.165949908,46.26223048,97.15418157,9.60922609,7816.462374,66.4774,7816.462374,2.634288,0,0,0,3692.749642,95745.73927,10.08,387.305,43050.2625,Euro,clust,15.38917207,
Morocco,12885,228,29.1,3.87E-04,0.11490998,0.076416136,0,0.031872643,0.187550966,80.72851893,24.8487001,18.18983186,3046.919776,61.9048,3046.919776,4.422784,0.004753554,0.018754351,0,725561.1706,26763.461,7.14,419.146,33943.204,EMed,clust,7.300454771,0.05
Mozambique,1437,15,17,0.082107374,0.207406672,0.125513357,0.261951596,0.045921025,0.216612366,37.50853531,79.08165138,24.28181827,497.418022,35.4594,497.418022,7.771409,0.089094325,0.047556005,0.046919262,8940114.061,2106.225,3.3,329.942,4416.618,Afri,comm,2.878446169,0.02
Myanmar,2599,58,29.2,0.004058341,0.149324504,0.143134606,0.001201087,0.11208931,0.372273461,82.23861548,165.9868137,23.24888718,1334.302001,30.3386,1334.302001,4.108704,0.024570963,0,0.01778372,3007115.014,3928.018,4.61,202.104,1614.794,SEAs,clust,6.0117046,0.03
Namibia,13802,148,21.8,0.089044975,0.263289397,0.009004236,0.028714748,0.048898725,0.210559553,2.973745582,22.70167426,20.99635385,5029.733195,48.988,5029.733195,5.97993,0.084331955,0.29136642,0,383817.6745,18605.525,3.94,243.811,14333.93,Afri,comm,3.608054423,0.02
Nepal,9337,70,25.3,9.41E-04,0.061963939,0.190879927,7.07E-04,0.09089122,0.146337537,195.9391071,105.2775371,12.62225128,918.169432,19.3456,918.169432,5.47581,0.114303745,0,0.023399391,1533265.55,14194.313,7.26,260.797,4875.435,SEAs,clust,5.782567617,0.03
Netherlands,58826,842,42.8,0.001301349,0.143026829,0,0,0,0.074779317,511.4759276,66.78641099,10.3164016,49046.83126,91.0502,49046.83126,2.093076,0,0,0,119928.9429,9714.214,5.29,109.361,46346.14333,Euro,comm,19.60531972,0.12
New Zealand,408,5,37.2,6.13E-04,0.09937272,0,0,0,0.128812417,18.38517337,142.9639449,10.02285788,41321.06377,86.472,41321.06377,2.586884,0,0,0,23814.55153,59258.999,8.08,128.797,12768.79167,WPac,clust,15.99395617,0.02
Nicaragua,759,26,27.3,0.002356232,0.211943542,0.077675459,0.003768842,0.073712037,0.237611816,53.72704836,189.548471,25.23340064,2050.007191,58.3132,2050.007191,4.927748,0.067177051,0,0,127088.2681,21444.18211,11.47,137.016,28910.148,Amer,comm,5.457992374,0.03
Niger,191,7,14.8,0.001714547,0.117740239,0.110353453,0.255381601,0.054796296,0.20302597,17.71765059,14.73404801,27.8633484,525.3280062,16.3658,525.3280062,5.8837,0.092386458,0.005025389,0.008461953,8708674.215,9745.399207,2.42,238.339,3264.682857,Afri,comm,2.596711426,0.02
Nigeria,681,8,18.6,0.009325619,0.148973633,0.119509011,0.195334405,0.026649292,0.201389625,215.064989,95.58444308,27.27292564,2217.936761,49.5082,2217.936761,7.156285,0.039914876,0.173891099,0.02383374,58602067.05,542.099,2.42,181.013,2019.528333,Afri,comm,2.743083338,0.02
North Macedonia,45537,1414,40.65429079,5.54E-05,0.083518071,0,0,0,0.189107004,82.59151467,55.35752545,10.51739888,5502.298984,57.778,5502.298984,2.505899,0,0,0,14494.02241,44354.842,10.08,322.688,48305.054,Euro,comm,14.08542237,NA
Northern Mariana Islands (Commonwealth of the),2311,35,32.8,3.46E-04,0.212501577,0.010961928,0,0.046800591,0.297114874,123.6565217,566.3958622,27.73741699,22625.3029,91.5312,22625.3029,3.33278,0.011233898,0,0,802.2706521,65186.72997,12.24325,203.456846,425.6,WPac,comm,NA,NA
Norway,11948,107,39.5,6.80E-04,0.109342368,0,0,0,0.078590859,14.54829163,90.33627981,1.726859776,75493.11057,81.8622,75493.11057,2.410796,0,0,0,39128.60107,122259.234,5.31,114.316,39427.77667,Euro,clust,17.27266592,0.07
"occupied Palestinian territory, including east Jerusalem",36064,408,18,4.12E-05,0.080273885,0.057265024,0,0.039207029,0.134386662,133.7193606,20.33762782,20.26481766,3495.614894,75.8988,3495.614894,4.534656,0.003111658,0.028605514,0,45777.95049,41776.03313,10.59,265.91,38768.585,EMed,comm,NA,NA
Oman,26630,301,26.2,6.11E-04,0.091754805,0.01558044,0,0.030682111,0.126810988,15.6041454,6.906469167,26.04229615,15528.42193,83.4784,15528.42193,4.314298,0.017460804,0,0,48057.00721,65453.51399,12.61,266.342,15428.09667,EMed,comm,2.448589805,0.04
Pakistan,2515,54,22,3.49E-04,0.042344154,0.170695911,0.005727898,0.07063376,0.15284613,275.2893187,26.13547042,20.47787865,1391.424619,36.455,1391.424619,3.220858,0.010754103,0,0.001775564,20135994.07,6602.221,8.35,423.031,10705.73333,EMed,comm,4.322407709,0.03
Panama,75807,1270,30.1,0.005351531,0.230283137,0.052030887,0.001318714,0.055803671,0.225725643,56.18607748,210.8381772,25.56950256,14889.64139,67.3712,14889.64139,4.199283,0.028347717,0,0,92445.98205,67228.717,8.33,128.346,20443.122,Amer,comm,8.313836605,0.03
Papua New Guinea,101,1,24,0.009338012,0.154149349,0.108104447,0.041158527,0.087056451,0.402700191,19.00436338,256.4114731,25.21211859,2702.954647,13.1166,2702.954647,5.871886,0.145629955,0,0.141147575,1380354.839,21872.45564,17.65,561.494,9478.301667,WPac,comm,3.509425418,0.01
Paraguay,19364,396,29.7,0.00241368,0.250837527,0.039511299,0,0.037613896,0.2368812,17.50835892,96.10503349,23.65548429,5525.43392,61.308,5525.43392,3.608851,0.006794714,0,0,149596.0935,18055.231,8.27,199.128,32142.656,Amer,comm,6.620824696,0.02
Peru,35991,1283,29.1,0.00257009,0.244523619,0.020107959,0.003222397,0.034942821,0.141770963,24.99160625,130.1063933,19.75511154,6612.707723,77.7244,6612.707723,3.274954,0.007964888,0,0,928106.2262,12322.303,5.95,85.755,20829.42,Amer,comm,8.39347886,0.02
Philippines,4919,102,24.1,0.002679448,0.122305047,0.092858521,1.17E-04,0.118254701,0.385533521,357.6883053,210.877417,25.91275321,3187.020952,46.6994,3187.020952,3.852608,0.032876399,0.004833877,0.027521469,5634123.49,13628.885,7.07,370.437,8428.891667,WPac,comm,5.31499622,0.03
Poland,41131,1040,41.9,4.29E-04,0.076295523,0,0,0,0.181569078,124.0234822,50.62085638,8.667609712,14010.32121,60.1312,14010.32121,2.508853,0,0,0,352061.5241,44658.413,5.91,227.331,61647.616,Euro,comm,18.11689725,0.08
Portugal,75310,1408,44.6,0.003869877,0.12444022,0,0,0,0.085899264,112.2619412,69.05979978,15.47696051,21505.16212,64.6454,21505.16212,2.402729,0,0,0,151979.4082,136424.942,9.85,127.842,28556.26667,Euro,clust,22.35669072,0.06
Puerto Rico,33613,660,43.6,0.002364417,0.27854883,0,0,0,0.16290449,360.0173619,181.7696521,25.59597179,31199.00344,93.5934,31199.00344,3.276853,0,0.091175938,0,50862.86633,82642.32724,10.37611,164.8071419,10990.285,Amer,comm,19.69708953,NA
Qatar,53635,87,33.7,5.48E-05,0.09766765,0.00723677,0,0.029297859,0.128238371,239.5931955,5.061756859,27.9660516,61464.64005,99.0722,61464.64005,3.779874,0.002223938,0,0,12435.16098,108569.175,16.52,176.69,25011.384,EMed,comm,1.523163117,0.05
Republic of Korea,1589,29,43.2,5.87E-04,0.161980609,0.003170239,1.57E-04,0.025733103,0.192778116,529.3585013,101.9648503,8.851511522,30981.42147,81.5176,30981.42147,2.820981,0.005066729,0,0,440434.9377,19995.162,6.8,85.998,11491.08143,WPac,clust,15.0601769,0.05
Republic of Moldova,40868,882,37.7,0.002341127,0.162770823,0,0,0,0.219308557,94.26443028,43.53737849,10.38536875,3571.970053,42.5826,3571.970053,2.647302,0,0,0,62475.42109,59648.22427,5.72,408.502,31463.636,Euro,comm,12.01311911,0.06
Romania,38811,986,42.5,7.89E-04,0.088221606,0,0,0,0.183169763,84.63380129,55.28317583,9.690750032,10928.99014,53.961,10928.99014,2.548196,0,0,0,285166.7987,46310.626,9.74,370.946,45182.89714,Euro,comm,18.79006579,0.07
Russian Federation,27397,532,40.3,0.008151725,0.157698896,0,0,0,0.196828276,8.822067953,36.82347051,-5.255762756,10338.81069,74.3052,10338.81069,2.777026,0,0,0,3133222.674,130382.931,6.18,431.297,8265.46,Euro,clust,15.09412523,0.05
Rwanda,1283,17,19.7,0.017032168,0.212964107,0.074670273,0.128716157,0.115812897,0.203513421,498.6598703,102.3400335,20.01248558,774.5226038,17.1418,774.5226038,7.638848,0.090975621,0.144169842,0,1354981.741,11432.932,4.28,191.375,455.7416667,Afri,comm,3.028253062,0.02
Saint Lucia,11039,103,36.9,0.002158283,0.256518462,0.026222941,0,0.033034975,0.232029673,298.1786885,205.9907469,26.38101282,10894.49266,18.6234,10894.49266,3.382297,0.007234927,0,0,2822.435391,45581.05559,11.62,204.62,11088.4,Amer,spor,10.03501286,0.04
Saint Vincent and the Grenadines,11565,36,35.3,0.003997978,0.239368037,0.025192278,0,0.036086985,0.252906961,282.5897436,136.433216,27.39501731,7205.562908,51.7866,7205.562908,3.346557,0.009237293,0,0,2756.371111,36189.44274,11.62,252.675,10478.9825,Amer,clust,9.740570943,0.04
San Marino,92433,2033,45.2,7.47E-04,0.117165514,0,0,0,0.076627063,563.0833333,88.31510473,10.25955071,45220.35838,97.063,45220.35838,2.398999,0.005207386,0,0,231.3190871,144165.9779,5.64,128.5159683,55966.15,Euro,comm,NA,0.04
Sao Tome and Principe,6183,100,19.3,1.41E-04,0.16953951,0.083900554,0.011155871,0.03565504,0.175207878,219.8208333,177.2261475,23.93371699,1799.777888,71.927,1799.777888,5.007559,0.007547836,1.48E-04,0.026705805,9689.244949,31963.87075,2.42,270.113,3123.666667,Afri,comm,2.960159214,0.02
Saudi Arabia,10646,184,30.8,3.08E-04,0.104401501,0.010094474,5.89E-05,0.029033747,0.183034196,15.67665431,5.860535641,25.50970032,21557.94767,83.6224,21557.94767,3.787655,0.002352256,0.023971469,0,400595.3112,76124.519,17.72,259.538,26060.16625,EMed,spor,3.4128866,0.04
Senegal,1735,41,19.4,0.00320758,0.133991629,0.114991352,0.024813762,0.119637003,0.202599734,82.34747832,59.56883689,28.63098878,1352.654466,46.7486,1352.654466,7.190223,0.101969864,0.089355035,0.0103881,1766604.74,4487.26,2.42,241.219,5719.86,Afri,comm,3.098476445,0.02
Serbia,58853,594,43.4,2.75E-04,0.084631067,0,0,0,0.174109598,79.8376858,63.15389821,11.05039516,6462.192619,55.96,6462.192619,2.575244,0,0,0,67403.17097,78210.557,10.08,439.415,49712.90333,Euro,comm,18.74050342,0.08
Seychelles,16015,71,36.8,0.001080556,0.171633576,0.022943535,0,0.071521624,0.302071768,210.3521739,135.9992685,27.40689231,15911.82818,56.2604,15911.82818,3.271308,0.007781245,0,0,3093.698218,56036.45595,10.55,242.648,6073.843333,Afri,comm,7.805481947,0.01
Sierra Leone,475,10,19.1,0.010028082,0.150285276,0.079307026,0.346189436,0.064572672,0.208262056,105.987171,203.3372919,26.42637981,530.1099384,41.6464,530.1099384,6.026111,0.09511781,0.008418908,0.048506736,2196893.968,8809.758223,2.42,325.721,14744.574,Afri,comm,2.947736623,0.02
Singapore,10208,5,35.6,8.67E-04,0.127344396,0,0,0,0.196851229,7952.998418,209.6255116,27.80535833,60962.14425,100,60962.14425,2.384924,0,0,0,65176.35233,29987.765,10.99,92.243,6916.885714,WPac,spor,12.39312948,0.04
Slovakia,48686,986,41.8,6.65E-05,0.087197826,0,0,0,0.163541924,113.2855865,63.66602628,8.452958686,17809.77652,53.7802,17809.77652,2.688726,0,0,0,54802.94141,360949.022,7.29,287.959,57117.674,Euro,clust,16.17236389,0.09
Slovenia,83872,1873,44.9,1.38E-04,0.089957592,0,0,0,0.137346299,102.9636605,111.9027647,9.677380513,23624.06463,54.2874,23624.06463,2.693242,0,0,0,13916.66907,73447.824,7.25,153.493,54737.38,Euro,clust,20.18628401,0.09
Somalia,306,8,18.5,0.001984269,0.174945845,0.262996333,0.046994458,0.050691553,0.176123926,23.9234769,22.70419026,27.27487115,1299.477166,44.3954,1281.620621,6.56932,0.101044474,0.090459863,0,6209556.983,8269.182853,6.05,365.769,4812.34,EMed,comm,2.889203812,0.02
South Africa,24912,784,28,0.14745607,0.307164656,0.007395387,8.26E-04,0.041301184,0.452178193,47.63011978,38.30377356,18.2151142,5903.092181,65.846,5903.092181,4.637813,0.029538737,0.080533233,0,11112288.21,28422.361,5.52,200.38,14306.68333,Afri,comm,5.415255608,0.04
South Sudan,412,6,18.6,0.012532606,0.186705055,0.013519102,0.167248732,0.033197423,0.243498522,225.2556962,83.87234119,27.82378718,1119.651333,19.3608,1119.651333,7.355363,0.175925444,0.053810615,0.015209447,2516513.415,783.202,10.43,280.775,1168.02,Afri,comm,3.376805137,NA
Spain,62313,1300,43.9,0.00237485,0.10964755,0,0,0,0.029729722,93.67719744,49.68400215,13.90396801,28079.45374,80.0816,28079.45374,2.018317,0,0,0,334587.2058,15801.553,7.17,99.403,52567.55,Euro,comm,19.64782295,0.08
Sri Lanka,3280,17,33.7,9.66E-05,0.167218262,0.015782575,0,0.09041527,0.292350119,345.558922,141.0176748,27.25148782,3948.153342,18.4024,3948.153342,3.460558,0.014004668,0,0.001512025,319381.6082,12166.599,10.68,197.093,9020.74,SEAs,clust,10.83880576,0.02
Sudan,681,42,18.3,0.002744309,0.076803397,0.031290675,0.038065308,0.052241615,0.177445576,190.1389155,20.71728683,27.77713558,1077.248251,34.3926,1077.248251,5.800546,0.027151044,0.011530623,0.013722293,2070246.913,13574.47333,15.67,431.388,870.2033333,EMed,comm,3.627317326,0.02
Suriname,14781,274,31,0.006383747,0.231991032,0.029005469,0.001517985,0.036598834,0.263025409,3.692224359,191.7774798,26.09988301,6422.742487,66.0584,6422.742487,4.262997,0.008322278,0.121864572,0,17118.93726,24946.5764,12.54,258.314,21285.066,Amer,comm,7.015129728,0.02
Sweden,58228,1200,41.1,5.26E-04,0.135712461,0,0,0,0.18226965,24.98149812,56.04342372,2.537721731,52701.24611,87.138,52701.24611,2.222294,0,0,0,68074.12431,170183.08,4.79,133.982,34354.27714,Euro,comm,20.19856962,0.07
Switzerland,61534,1025,42.7,0.002714242,0.130994919,0,0,0,0.076510978,215.4653505,127.1149784,6.713588109,81503.13181,73.7728,81503.13181,2.238162,0,0,0,47583.27033,81376.764,5.59,99.739,57037.58,Euro,comm,18.83799606,0.11
Syrian Arab Republic,831,55,23.5,2.79E-05,0.084637221,0.042608576,0,0.030184652,0.145932792,92.06710777,22.83998221,18.45703471,4206.471976,53.4972,3870.700693,4.422995,0.002864491,0.024979618,0,199275.7493,37121.2064,9.35543,376.264,41451.035,EMed,comm,4.691855102,0.05
Tajikistan,1438,10,25.3,5.09E-04,0.071956396,0.073857847,3.20E-05,0.002686856,0.26508328,65.57271417,43.76687981,4.001359519,847.0129108,27.0036,847.0129108,3.226007,0.010034337,0,0,405405.3022,35659.43497,7.11,427.698,6960.435,Euro,comm,3.085961212,0.03
Thailand,340,1,39,0.007747411,0.208705419,0.035507317,7.07E-04,0.063261535,0.275839683,135.8972068,130.2134678,26.71120801,6705.882145,49.1966,6705.882145,3.638516,0.007420266,0,0.007039241,2163246.552,6731.027,7.04,109.861,2711.196,SEAs,clust,12.40625033,0.04
The United Kingdom,58330,1662,40.6,0.002085203,0.10024839,0,0,0,0.085724798,274.7089819,103.6380205,9.062469455,42354.74561,83.141,42354.74561,2.455429,0,0,0,691317.7518,201189.162,4.28,122.137,40472.10333,Euro,comm,18.50869564,0.12
Togo,664,10,20,0.014169022,0.163539695,0.058550268,0.267979536,0.048415554,0.198936359,145.0467733,97.00906484,27.38863942,630.7471811,41.168,630.7471811,5.85575,0.174178167,0.017761031,0.001106817,1470920.785,5142.972,6.15,280.033,2342.93,Afri,comm,2.887347591,0.02
Trinidad and Tobago,5442,96,37.8,0.007025826,0.260481464,0.012854568,0,0.031355046,0.239972805,270.9274854,133.2558428,26.54560128,17046.54795,53.229,17046.54795,3.169138,0.006038655,0,0,25300.66616,10051.844,10.97,228.467,5496.5175,Amer,comm,11.11820802,0.03
Tunisia,18425,614,32.7,2.75E-04,0.116828804,0.025391425,0,0.026798871,0.138221707,74.44132338,22.15569814,20.38518125,3559.418157,68.6486,3559.418157,4.266479,0.002412001,0.019624968,0,114161.8623,1262.233,8.52,318.991,47147.45167,EMed,comm,8.593468556,0.07
Turkey,30111,319,32.2,6.76E-05,0.099487205,0.01768629,0,0.027189533,0.188848147,106.9601289,47.59197157,11.66637702,10215.03956,74.6324,10215.03956,3.060982,0.002706887,0,0,753964.9764,66058.574,12.13,171.285,34591.47286,Euro,comm,8.726283826,0.06
Uganda,871,7,15.7,0.034092082,0.204169433,0.033686444,0.352851821,0.073276755,0.355745112,213.0617345,105.5349147,23.50592596,777.8102211,23.203,777.8102211,5.688672,0.099074577,0.067308471,0.003604237,7233153.21,3501.188,2.5,213.333,899.8525,Afri,comm,1.962550187,0.02
Ukraine,28574,544,41.2,0.006273921,0.162866303,0,0,0,0.212636742,77.0296708,47.14680837,9.072880128,2741.783444,69.2572,2741.783444,2.709627,0,0,0,1019773.289,20245.542,7.11,539.849,41095.955,Euro,comm,16.70499039,0.06
United Arab Emirates,33294,94,38.4,2.56E-04,0.113247152,0.004754499,0,0.024806881,0.317757598,135.6091101,4.720580513,27.55765032,40878.5428,86.2396,40878.5428,2.324384,0.002080632,0,0,72758.64946,349471.747,17.26,317.84,24470.6875,EMed,comm,1.156549456,0.05
United Republic of Tanzania,9,0,18.2,0.027499238,0.183360914,0.155028418,0.06708198,0.038790955,0.131010722,63.5790788,81.42914897,22.90503654,1020.473123,33.0558,1020.473123,7.835872,0.093294759,0.068552334,0.006534761,8483909.311,4590.465446,5.75,217.288,1809.127143,Afri,comm,2.620541103,0.02
United States of America,80804,1390,38.5,0.005603957,0.181889991,0,0,0,0.118588217,35.71362209,55.8877625,7.616999647,60629.43539,82.0612,60629.43539,2.52554,0,0,0,2895404.151,174118.327,10.79,151.089,19751.58,Amer,comm,16.20960614,0.23
United States Virgin Islands,23615,230,35.5,0.002354979,0.272107162,0,0,0,0.215195654,305.6485714,127.8607027,20.64466862,35555.5687,95.5972,35555.5687,2.615329,0,0,0,1487.634298,105481.3322,9.25298,155.799496,10903.57833,Amer,comm,19.87511714,NA
Uruguay,13044,141,30.1,0.003676452,0.201245597,0,0,0,0.17868849,19.70802765,110.6826119,17.94185513,16358.23055,95.2378,16358.23055,2.481942,0,0,0,47041.25409,35941.046,6.93,160.708,29341.056,Amer,comm,14.94124043,0.02
Uzbekistan,2366,19,23,7.04E-04,0.080250478,0.026599262,0,0.002427748,0.22475033,77.47085096,17.5447076,13.15879317,2052.663052,50.5722,2052.663052,3.147205,0.005823826,0,0,1130855.69,35808.19053,7.57,724.417,11255.2,Euro,clust,4.595215725,0.03
Venezuela (Bolivarian Republic of),4576,43,30,0.003420761,0.243183845,0.187897181,0.015740698,0.077581301,0.245535407,32.73079191,163.4057516,25.86505513,7863.612945,88.19,7841.151101,5.530943,0.020371603,0.060463052,0,587444.0996,23533.92861,6.47,204.85,21366.44571,Amer,comm,7.610990373,0.04
Viet Nam,21,0,31.9,0.002661151,0.16155239,0.109981818,6.99E-04,0.08081827,0.45040707,308.1252459,153.6768327,24.59981795,2384.962135,35.2158,2384.962135,3.120298,0.007850913,0,0.008254647,2287437.805,425.969,6,245.465,2486.655,WPac,clust,7.553672942,0.04
Yemen,72,21,19.8,2.17E-04,0.072878615,0.09823899,0.012771964,0.05349941,0.185236426,53.97785291,14.33384929,23.93610449,1059.940298,36.0204,1059.940298,5.355027,0.044702319,0.016231429,0.007908668,1788795.959,13937.97987,5.35,495.003,19831.73333,EMed,comm,2.902140675,0.03
Zambia,3409,46,16.9,0.069018935,0.229081913,0.040574272,0.118292391,0.03698823,0.17735988,23.3414789,78.59351564,22.45181442,1394.93894,42.9828,1394.93894,7.925194,0.081461428,0.104574236,0.028918473,3525651.927,7600.931,3.94,234.499,2169.458571,Afri,comm,2.115314738,0.02
Zimbabwe,2332,90,20.5,0.087042576,0.257618157,0.039793285,0.013333333,0.028672414,0.121891023,37.32459093,51.95784237,22.04016122,1521.110227,32.2674,1521.110227,5.685164,0.049674191,0.023431863,0.013354564,3052140.15,3976.657,1.82,307.846,6132.498,Afri,comm,2.980608063,0.01
