"","country","pscore.mean","pscore.mean.se","pscore.lo","pscore.hi","plo"
"143","Romania",20.5033283683321,0.0202691815388789,19.2510571700297,21.7685524471089,20.5438667314098
"144","Russian Federation",30.828345373062,0.0159088567979535,29.8638356121158,31.8702683218101,30.8601630866579
"145","Rwanda",4.14458086383751,0.0933591065304172,-1.20627304688319,10.0279960269124,4.33129907689835
"146","Saint Kitts and Nevis",-19.4612096121956,0.303498815251432,-35.5330910161412,3.15620169100551,-18.8542119816928
"147","Saint Lucia",11.4097564830278,0.120236372268061,4.13054373227424,18.8676412420903,11.6502292275639
"148","Saint Vincent and the Grenadines",26.3741971256586,0.325509008827572,8.56469596092467,48.8704682075111,27.0252151433138
"149","Samoa",-3.58858390425599,0.107618274716318,-10.0164095498362,3.16373771536979,-3.37334735482336
"150","San Marino",28.8295247150043,0.069081496846242,24.6069712638139,33.1800487282999,28.9676877086968
"151","Sao Tome and Principe",9.66924262931272,0.121934919930422,2.30725060202492,17.2999442418909,9.91311246917356
"152","Saudi Arabia",6.34525296877727,0.101271791572203,0.133162383705174,12.5211128875056,6.54779655192167
"153","Senegal",9.53438193987285,0.095322455945778,3.92956630921138,15.4581199480216,9.72502685176441
"154","Serbia",23.8649427107588,0.0261326298962031,22.2845389945583,25.4749796561483,23.9172079705512
"155","Seychelles",0.337381826917862,0.120628433788911,-6.80916095869811,8.05477106679912,0.578638694495685
"156","Sierra Leone",6.16718569723442,0.0994413024707889,0.528869732616855,12.2524425873564,6.366068302176
"157","Singapore",2.63359223026617,0.0137631542763338,1.84486559958951,3.44813766497954,2.66111853881884
"158","Slovakia",21.7710022787108,0.0213082436991422,20.4693007226366,23.1381865757818,21.8136187661091
"159","Slovenia",13.1150381141476,0.0281792888616637,11.3612076091586,14.8466286764476,13.171396691871
"160","Solomon Islands",-0.61366622119729,0.0956059086018905,-6.46021007643697,5.19575898010805,-0.422454403993509
"161","Somalia",10.5285430559737,0.100367925252844,4.47611294249456,16.7194368805282,10.7292789064794
"162","South Africa",22.3301813527745,0.0144423716080859,21.4758372617279,23.206606637073,22.3590660959907
"163","South Sudan",5.1128667098181,0.0927152390073698,-0.32775623672146,10.7608957159477,5.29829718783284
"164","Spain",12.1382211584876,0.0212498404415937,10.8509586588509,13.3994569390534,12.1807208393708
"165","Sri Lanka",-2.59350548640435,0.0817816893644843,-7.47430034035068,2.54380301784464,-2.42994210767538
"166","Sudan",7.8282504685461,0.0957865423805901,1.88458547275712,13.7391926995446,8.01982355330728
"167","Suriname",7.13325466227779,0.0294381452079087,5.4736827256806,9.13621711924796,7.19213095269361
"168","Sweden",7.47480060152079,0.01661494369629,6.41214879694975,8.52210898470169,7.50803048891337
"169","Switzerland",5.61971027863634,0.016535806946044,4.62366190627903,6.67213374605538,5.65278189252843
"170","Syrian Arab Republic",8.14223248011121,0.176318958024254,-2.35100479579073,19.3301220324205,8.49487039615972
"171","Tajikistan",13.7926683909151,0.0927747929400029,8.4655780107736,19.9112026512493,13.9782179767951
"172","Thailand",1.50984769403521,0.0235980414210727,0.107223412945427,2.94133454217753,1.55704377687735
"173","The United Kingdom",11.8440048121782,0.0218645641968813,10.5107905059994,13.2685529622186,11.8877339405719
